trade_date,PortfolioRet1,portfolio_value1,PortfolioRet2,portfolio_value2,PortfolioRet3,portfolio_value3,PortfolioRet4,portfolio_value4,PortfolioRet5,portfolio_value5,PortfolioRet6,portfolio_value6,PortfolioRet7,portfolio_value7,PortfolioRet8,portfolio_value8,PortfolioRet9,portfolio_value9,PortfolioRet10,portfolio_value10
2010-02-01,-0.0199149999999999,0.980085,-0.0071207142857142,0.9928792857142856,0.0030088571428571,1.003008857142857,-0.0053718571428571,0.9946281428571428,-0.0287318571428571,0.9712681428571428,-0.0084027142857142,0.9915972857142856,-0.0169152857142857,0.9830847142857144,-0.0158615714285714,0.9841384285714284,-0.0057048571428571,0.9942951428571428,0.0036827142857142,1.0036827142857143
2010-02-02,-0.0057599999999999,0.9744397104,0.0008218571428571,0.9936952906472448,-0.0063412857142857,0.996648491405755,-0.0162129999999999,0.978502236777,0.0026379999999999,0.973830348218,0.0137329999999999,1.005214891239,-0.0158111428571428,0.9675410214274694,-0.022251,0.9622403643972856,-0.0075664285714285,0.986771879679796,-0.0276837142857142,0.9758970487899185
2010-02-03,0.012084,0.9862148398604736,0.0366279999999999,1.0300923617530722,0.0025459999999999,0.999185958464874,0.0226158571428571,1.0006319035779148,0.0141401428571428,0.9876004484604236,0.0043929999999999,1.009630800256213,0.0059889999999999,0.9733356246047986,0.0031892857142857,0.9653092238451668,0.0204498571428571,1.0069512236518363,0.0152985714285714,0.990826879497763
2010-02-04,0.0075527142857142,0.9936634387702712,0.0190005714285714,1.0496647052505874,-0.0106878571428571,0.9885068016816524,0.0096687142857142,1.01030672755878,0.0002761428571428,0.987873167269977,-8.785714285714278e-05,1.009542096978762,0.0010984285714285,0.974404764264454,0.0037275714285714,0.9689074829277086,0.0016791428571428,1.0086420386065225,0.0073641428571428,0.9981234701850816
2010-02-05,-0.0290131428571428,0.9648341394693096,-0.0302197142857142,1.017944137762116,-0.0232394285714285,0.9655344684716004,-0.0183478571428571,0.991769764051064,-0.0303892857142857,0.9578524073403332,-0.0166672857142857,0.992715770407818,-0.0229665714285714,0.952026027645634,-0.0211074285714285,0.9484563374394892,-0.011617,0.9969246440440304,-0.0350737142857142,0.9631155727699444
2010-02-08,-0.0202164285714285,0.9453286390054524,-0.0060571428571428,1.0117783046990998,-0.0142211428571428,0.9518034648619704,-0.0083905714285714,0.9834482490050962,0.0154229999999999,0.9726253650187432,-0.0061754285714285,0.9865853250759338,-0.0059585714285714,0.9463533125580484,0.0016457142857142,0.9500172255833896,0.0050028571428571,1.0019121156203763,0.0002678571428571,0.963373550155508
2010-02-09,-0.0031027142857142,0.9423955543325154,-0.0053665714285714,1.0063485241570531,-0.0073017142857142,0.9448536679053954,-0.0160351428571428,0.9676785158396926,0.0006481428571428,0.973255765201756,0.0075954285714285,0.9940788634421676,0.0099384285714285,0.9557585773582412,0.0016858571428571,0.9516188189089768,0.004986,1.0069076494288594,-0.0040158571428571,0.9595047796028764
2010-02-10,0.0201055714285714,0.961342955464116,0.0176685714285714,1.0241292649381597,0.0294495714285714,0.972679203487923,0.0144848571428571,0.9816952009018424,0.0306518571428571,1.0030878618801822,0.0196862857142857,1.0136485839704226,0.0213802857142857,0.9761929688160398,0.0206271428571428,0.971247996232158,0.0168652857142857,1.023889434624377,0.0386735714285714,0.996612256232904
2010-02-11,-0.0024127142857142,0.9590235095819968,-0.0068328571428571,1.0171315359750177,0.0044382857142857,0.9769962317013464,-0.0073411428571428,0.9744884361898504,0.0023037142857142,1.005398689717422,-0.0018692857142857,1.0117537851531009,-0.0080052857142857,0.9683782651883904,0.0071367142857142,0.9781795156818396,0.0046982857142857,1.0286999597280808,-0.0053345714285714,0.99129575696544
2010-02-12,0.0192227142857142,0.9774585444999744,0.0144057142857142,1.0317840422732636,0.0203079999999999,0.9968370711747372,0.0125421428571428,0.9867106093691772,0.0018172857142857,1.007225786393407,0.0092402857142857,1.0211026792004254,-0.0047577142857142,0.9637709980821284,0.0075428571428571,0.9855577840286968,0.010823,1.0398335793922178,0.0186594285714285,1.0097927693356967
